CheeseId,ManufacturerProvCode,ManufacturingTypeEn,MoisturePercent,FlavourEn,CharacteristicsEn,Organic,CategoryTypeEn,MilkTypeEn,MilkTreatmentTypeEn,RindTypeEn,CheeseName,FatLevel,Community,Weather station,Location,Elevation,January(Avg. high °C (°F)),January(Avg. low °C (°F)),July(Avg. high °C (°F)),July(Avg. low °C (°F)),Annual(Avg. high °C (°F)),Annual(Avg. low °C (°F)),ProvinceCode
2015,QC,Artisan,45.0,"It's flavour is reminiscent of Parmesan and Emmental cheeses, with a slightly citrusy aftertaste",It's texture is elastic and the rind is caramel coloured,0,Firm Cheese,Cow,Raw Milk,Not Specified,Roy Léo,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2016,QC,Artisan,48.0,"Hints of fresh cream and salted butter, with a flavour of black olives",Not specified,1,Soft Cheese,Cow,Raw Milk,Washed Rind,Ste-Anne,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2016,QC,Artisan,48.0,"Hints of fresh cream and salted butter, with a flavour of black olives",Not specified,1,Soft Cheese,Cow,Raw Milk,Washed Rind,Ste-Anne,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2016,QC,Artisan,48.0,"Hints of fresh cream and salted butter, with a flavour of black olives",Not specified,1,Soft Cheese,Cow,Raw Milk,Washed Rind,Ste-Anne,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2017,QC,Farmstead,45.0,"Available in the folowing flavours: scapes, dried tomatoes and basil and spices",Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Normandinoise (Le),higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2017,QC,Farmstead,45.0,"Available in the folowing flavours: scapes, dried tomatoes and basil and spices",Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Normandinoise (Le),higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2017,QC,Farmstead,45.0,"Available in the folowing flavours: scapes, dried tomatoes and basil and spices",Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Normandinoise (Le),higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2018,QC,Farmstead,39.0,Not Specified,Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Roméo (Le),higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2018,QC,Farmstead,39.0,Not Specified,Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Roméo (Le),higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2018,QC,Farmstead,39.0,Not Specified,Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Roméo (Le),higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2019,QC,Farmstead,41.0,Distinct floral and fruity aromas,Not specified,1,Firm Cheese,Cow,Thermised,Not Specified,Chemin Hatley,higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2019,QC,Farmstead,41.0,Distinct floral and fruity aromas,Not specified,1,Firm Cheese,Cow,Thermised,Not Specified,Chemin Hatley,higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2019,QC,Farmstead,41.0,Distinct floral and fruity aromas,Not specified,1,Firm Cheese,Cow,Thermised,Not Specified,Chemin Hatley,higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2020,QC,Farmstead,43.0,Aroma of crab apples and butter,Copper coloured with an ivory-gold interior,1,Semi-soft Cheese,Cow,Thermised,Not Specified,Comtomme,higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2020,QC,Farmstead,43.0,Aroma of crab apples and butter,Copper coloured with an ivory-gold interior,1,Semi-soft Cheese,Cow,Thermised,Not Specified,Comtomme,higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2020,QC,Farmstead,43.0,Aroma of crab apples and butter,Copper coloured with an ivory-gold interior,1,Semi-soft Cheese,Cow,Thermised,Not Specified,Comtomme,higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2022,QC,Artisan,54.0,Fresh buttery taste with a touch of tartness,"Dense white rind with a creamy, runny texture",0,Soft Cheese,Cow,Pasteurized,Not Specified,Mélo Dieux (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2022,QC,Artisan,54.0,Fresh buttery taste with a touch of tartness,"Dense white rind with a creamy, runny texture",0,Soft Cheese,Cow,Pasteurized,Not Specified,Mélo Dieux (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2022,QC,Artisan,54.0,Fresh buttery taste with a touch of tartness,"Dense white rind with a creamy, runny texture",0,Soft Cheese,Cow,Pasteurized,Not Specified,Mélo Dieux (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2023,QC,Artisan,46.0,"Mild salty, buttery taste","Supple, ivry coloured with a pink waxed rind",0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Rose,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2023,QC,Artisan,46.0,"Mild salty, buttery taste","Supple, ivry coloured with a pink waxed rind",0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Rose,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2023,QC,Artisan,46.0,"Mild salty, buttery taste","Supple, ivry coloured with a pink waxed rind",0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Rose,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2024,QC,Artisan,55.0,"Mild flavour of hazelnuts, mushrooms and butter",Not specified,0,Soft Cheese,Cow,Pasteurized,Not Specified,Brie Mont-Laurier,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2024,QC,Artisan,55.0,"Mild flavour of hazelnuts, mushrooms and butter",Not specified,0,Soft Cheese,Cow,Pasteurized,Not Specified,Brie Mont-Laurier,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2024,QC,Artisan,55.0,"Mild flavour of hazelnuts, mushrooms and butter",Not specified,0,Soft Cheese,Cow,Pasteurized,Not Specified,Brie Mont-Laurier,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2025,QC,Artisan,45.0,Light nutty flavour,Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Voyageur (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2025,QC,Artisan,45.0,Light nutty flavour,Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Voyageur (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2025,QC,Artisan,45.0,Light nutty flavour,Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Voyageur (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2026,QC,Industrial,39.0,Fruity taste,Not specified,0,Firm Cheese,Cow,Pasteurized,No Rind,Pâturage (le),higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2026,QC,Industrial,39.0,Fruity taste,Not specified,0,Firm Cheese,Cow,Pasteurized,No Rind,Pâturage (le),higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2026,QC,Industrial,39.0,Fruity taste,Not specified,0,Firm Cheese,Cow,Pasteurized,No Rind,Pâturage (le),higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2027,QC,Artisan,44.0,Not Specified,Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Belle-Mère (La),higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2027,QC,Artisan,44.0,Not Specified,Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Belle-Mère (La),higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2027,QC,Artisan,44.0,Not Specified,Not specified,0,Semi-soft Cheese,Cow,Pasteurized,Not Specified,Belle-Mère (La),higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2028,QC,Artisan,68.0,Not Specified,Not specified,0,Fresh Cheese,Cow,Not Specified,Not Specified,Cabrouet (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2028,QC,Artisan,68.0,Not Specified,Not specified,0,Fresh Cheese,Cow,Not Specified,Not Specified,Cabrouet (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2028,QC,Artisan,68.0,Not Specified,Not specified,0,Fresh Cheese,Cow,Not Specified,Not Specified,Cabrouet (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2029,QC,Industrial,40.0,Not Specified,Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Belle Brune de Charlevoix,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2029,QC,Industrial,40.0,Not Specified,Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Belle Brune de Charlevoix,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2029,QC,Industrial,40.0,Not Specified,Not specified,0,Firm Cheese,Cow,Pasteurized,Not Specified,Belle Brune de Charlevoix,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2030,QC,Industrial,44.0,Not Specified,Soft orange colour with a smooth and creamy texture,0,Firm Cheese,Cow,Pasteurized,No Rind,Oh Chiiz,lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2030,QC,Industrial,44.0,Not Specified,Soft orange colour with a smooth and creamy texture,0,Firm Cheese,Cow,Pasteurized,No Rind,Oh Chiiz,lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2030,QC,Industrial,44.0,Not Specified,Soft orange colour with a smooth and creamy texture,0,Firm Cheese,Cow,Pasteurized,No Rind,Oh Chiiz,lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2031,QC,Industrial,46.0,Subtle buttery flavour,Not specified,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Polichinel (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2031,QC,Industrial,46.0,Subtle buttery flavour,Not specified,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Polichinel (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2031,QC,Industrial,46.0,Subtle buttery flavour,Not specified,0,Semi-soft Cheese,Cow,Pasteurized,No Rind,Polichinel (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2032,AB,Industrial,53.0,Not Specified,Not specified,0,Fresh Cheese,Cow,Pasteurized,No Rind,Bocconcini (Franco's Brand),lower fat,"Calgary, AB",YYC,51°06′50″N 114°01′13″W / 51.11389°N 114.02028°W / 51.11389; -114.02028 (Calgary),"1,084m (3,556ft)",−0.9 (30.4),−13.2 (8.2),23.2 (73.8),9.8 (49.6),10.8 (51.4),−1.9 (28.6),AB
2032,AB,Industrial,53.0,Not Specified,Not specified,0,Fresh Cheese,Cow,Pasteurized,No Rind,Bocconcini (Franco's Brand),lower fat,"Edmonton, AB",YXD,53°34′24″N 113°31′06″W / 53.57333°N 113.51833°W / 53.57333; -113.51833 (Edmonton),"671m (2,201ft)",−6.0 (21.2),−14.8 (5.4),23.1 (73.6),12.3 (54.1),9.3 (48.7),−1.0 (30.2),AB
2032,AB,Industrial,53.0,Not Specified,Not specified,0,Fresh Cheese,Cow,Pasteurized,No Rind,Bocconcini (Franco's Brand),lower fat,"High Level, AB",YOJ,58°37′17″N 117°09′53″W / 58.62139°N 117.16472°W / 58.62139; -117.16472 (High Level),"338m (1,109ft)",−15.0 (5.0),−25.8 (−14.4),23.0 (73.4),9.9 (49.8),5.2 (41.4),−7.2 (19.0),AB
2033,QC,Industrial,50.0,Butter tast with a light touch of goat cream,Made from 50% goat milk and 50% cow milk,0,Not Specified,Cow and Goat,Not Specified,Not Specified,Double Joie (Le),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2033,QC,Industrial,50.0,Butter tast with a light touch of goat cream,Made from 50% goat milk and 50% cow milk,0,Not Specified,Cow and Goat,Not Specified,Not Specified,Double Joie (Le),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2033,QC,Industrial,50.0,Butter tast with a light touch of goat cream,Made from 50% goat milk and 50% cow milk,0,Not Specified,Cow and Goat,Not Specified,Not Specified,Double Joie (Le),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2034,QC,Artisan,38.0,Hazelnut flavour with a hint of fruit and cream,It has a thin ochre coloured crust and ivory body,0,Firm Cheese,Cow,Thermised,Not Specified,Canotier de l'Isle,higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2034,QC,Artisan,38.0,Hazelnut flavour with a hint of fruit and cream,It has a thin ochre coloured crust and ivory body,0,Firm Cheese,Cow,Thermised,Not Specified,Canotier de l'Isle,higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2034,QC,Artisan,38.0,Hazelnut flavour with a hint of fruit and cream,It has a thin ochre coloured crust and ivory body,0,Firm Cheese,Cow,Thermised,Not Specified,Canotier de l'Isle,higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2035,QC,Farmstead,43.0,Not Specified,Not specified,0,Semi-soft Cheese,Ewe,Raw Milk,Not Specified,Tomme au Poivre,higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2035,QC,Farmstead,43.0,Not Specified,Not specified,0,Semi-soft Cheese,Ewe,Raw Milk,Not Specified,Tomme au Poivre,higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2035,QC,Farmstead,43.0,Not Specified,Not specified,0,Semi-soft Cheese,Ewe,Raw Milk,Not Specified,Tomme au Poivre,higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2036,QC,Farmstead,43.0,Not Specified,Not specified,0,Semi-soft Cheese,Ewe,Raw Milk,Brushed Rind,Vlimeux (Le),higher fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2036,QC,Farmstead,43.0,Not Specified,Not specified,0,Semi-soft Cheese,Ewe,Raw Milk,Brushed Rind,Vlimeux (Le),higher fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2036,QC,Farmstead,43.0,Not Specified,Not specified,0,Semi-soft Cheese,Ewe,Raw Milk,Brushed Rind,Vlimeux (Le),higher fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
2037,QC,Industrial,50.0,Not Specified,Not specified,0,Fresh Cheese,Goat,Pasteurized,No Rind,Bûchette de Chèvre (La),lower fat,"Baie-Comeau, QC",YBC,49°08′00″N 068°12′00″W / 49.13333°N 68.20000°W / 49.13333; -68.20000 (Baie-Comeau),22m (72ft),−8.7 (16.3),−19.9 (−3.8),20.9 (69.6),10.3 (50.5),6.6 (43.9),−3.3 (26.1),QC
2037,QC,Industrial,50.0,Not Specified,Not specified,0,Fresh Cheese,Goat,Pasteurized,No Rind,Bûchette de Chèvre (La),lower fat,"Montreal, QC",YUL,45°28′00″N 073°45′00″W / 45.46667°N 73.75000°W / 45.46667; -73.75000 (Montreal),36m (118ft),−5.3 (22.5),−14.0 (6.8),26.3 (79.3),16.1 (61.0),11.5 (52.7),2.0 (35.6),QC
2037,QC,Industrial,50.0,Not Specified,Not specified,0,Fresh Cheese,Goat,Pasteurized,No Rind,Bûchette de Chèvre (La),lower fat,"Quebec City, QC",YQB,46°48′00″N 071°23′00″W / 46.80000°N 71.38333°W / 46.80000; -71.38333 (Quebec City),74m (243ft),−7.9 (17.8),−17.7 (0.1),25.0 (77.0),13.5 (56.3),9.2 (48.6),−0.8 (30.6),QC
